NMUESTRA,LONGITUD,LATITUD,ELEVACION,FECHA,Au,Ag,Cu,Pb,Zn,Mo,Ni,Co,Cd,Fe,Mn,Te,Ba,Cr,V,Sn,W,La,Al,Mg,Ca,Na,K,Sr,Y,Ga,Li,Nb,Sc,Ta,Ti,Zr,As,Sb,Hg,Pt,Pd,LITHOLOGY,CODIGO
13066,802857.57,74332.31,2199.29,12/06/1998,7,0.66,89,6,80,0.7,33,18,0.46,4.67,569,6.66,116,88,169,13.33,13.33,6,2.24,0.77,0.38,0.04,0.08,42,5,1.33,9,17,6,6.66,0.14,4,9.9,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13069,806358.21,72982.41,2399.54,23/06/1998,6,0.66,33,4,104,0.7,49,20,0.46,5.48,575,6.66,102,136,226,13.33,13.33,5,1.99,0.84,0.43,0.04,0.04,49,3,1.33,9,22,5,6.66,0.2,2,8.1,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13072,804397.22,73542.39,2199.92,23/06/1998,3.33,0.66,29,5,74,0.7,26,14,0.46,3.71,427,6.66,133,61,132,13.33,13.33,5,2.24,0.54,0.4,0.04,0.06,56,3,2,9,13,3.33,6.66,0.12,5,15.4,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13113,791074.51,76346.5,1819.09,17/07/1998,3.33,0.66,44,7,87,0.7,22,14,0.46,3.91,482,6.66,104,35,84,13.33,13.33,2,2.1,0.36,0.2,0.02,0.07,19,4,5,18,8,7,6.66,0.02,1,4.5,1.26,0.096,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13116,809356.38,74659.03,2334.46,13/06/1998,3.33,0.66,29,4,68,0.7,24,14,0.46,3.31,645,6.66,119,50,101,13.33,13.33,5,1.86,0.78,0.93,0.04,0.06,58,5,2,3,9,7,6.66,0.07,5,5.2,1.26,0.045,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13123,802761.05,74590.5,2197.94,12/06/1998,6,0.66,77,10,92,0.7,27,18,0.46,5.74,589,6.66,96,65,187,13.33,13.33,6,1.54,0.7,0.43,0.04,0.07,44,6,2,11,18,3.33,6.66,0.09,3,20.8,3.5,0.049,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13129,806406.59,73048.41,2399.53,23/06/1998,3.33,0.66,31,6,132,0.7,22,22,0.46,6.21,632,6.66,127,67,238,13.33,13.33,5,2.6,0.3,0.28,0.02,0.04,38,4,4,4,24,3.33,6.66,0.16,5,2.66,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13150,809604.78,77217.77,1860.89,13/06/1998,3.33,0.66,26,5,83,0.7,22,14,0.46,3.95,543,6.66,96,56,139,13.33,13.33,5,1.25,0.56,0.65,0.03,0.04,41,4,1.33,3,14,3.33,6.66,0.09,3,7,1.26,0.103,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13153,803218.4,75877.25,2043.81,15/06/1998,646,0.66,264.5,5,51,1.5,14,16.5,0.46,8.245,634.5,6.66,106.5,51,281,13.33,13.33,6,2.36,0.61,0.375,0.02,0.15,25.5,7,6,10,25.5,6.5,6.66,0.085,0.66,4.2,1.26,0.0595,3.33,5.5,Intrusivo Granodiorita-Diorita,GdD
13159,799850.65,72180.37,2456.45,23/06/1998,93,0.66,83,9,79,2,9,12,0.46,4.53,528,6.66,128,31,147,13.33,13.33,3,1.26,0.34,0.22,0.01,0.06,25,3,3,4,15,3.33,6.66,0.05,0.66,7.1,1.26,0.047,3.33,3,Volcánicos andesíticos,MPlv
13178,808655.41,72718.21,2654.8,23/06/1998,3.33,0.66,24,2.66,60,0.7,33,14,0.46,3.58,436,6.66,121,75,113,13.33,13.33,4,2.35,0.78,0.35,0.03,0.04,40,2,3,3,7,3.33,6.66,0.12,2,2.66,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13204,800304.64,72193.78,2426.64,23/06/1998,3.33,0.66,27,5,68,0.7,22,14,0.46,4.45,496,6.66,126,58,135,13.33,13.33,4,2.29,0.47,0.3,0.02,0.05,36,3,3,6,8,3.33,6.66,0.09,0.66,2.66,1.26,0.046,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13219,806234.21,73099.57,2399.61,23/06/1998,3.33,0.66,37,2.66,114,0.7,30,21,0.46,6.11,595,6.66,89,83,224,13.33,13.33,4,2.17,0.52,0.36,0.03,0.05,45,3,5,4,13,3.33,6.66,0.2,7,2.66,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13254,805759.93,72796.33,2400.09,23/06/1998,3.33,0.66,18,2.66,45,0.7,22,10,0.46,2.37,259,6.66,102,45,71,13.33,13.33,2,2.27,0.39,0.26,0.03,0.04,31,1,3,3,4,3.33,6.66,0.09,1,2.66,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13287,800806.99,72959.7,2399.22,23/06/1998,5,0.66,64,9,72,2,8,10,0.46,2.72,572,6.66,111,16,62,13.33,13.33,3,1.84,0.33,0.21,0.02,0.06,23,3,3,6,3,3.33,6.66,0.03,0.66,8.1,1.26,0.048,3.33,2,Intrusivo Granodiorita-Diorita,GdD
13292,799856.56,72115.25,2457.29,23/06/1998,3.33,0.66,41,9,106,0.7,29,21,0.46,7.8,559,6.66,69,82,261,13.33,13.33,4,1.4,0.57,0.4,0.04,0.06,39,4,3,9,15,3.33,6.66,0.15,0.66,22.7,1.26,0.026,3.33,4,Volcánicos andesíticos,MPlv
13308,809659.17,75710.33,2005.79,13/06/1998,3.33,0.66,24,2.66,69,1,21,12,0.46,3.4,537,6.66,94,45,99,13.33,13.33,5,1.4,0.66,0.81,0.03,0.05,47,4,1.33,3,6,6,6.66,0.07,3,4.9,1.26,0.049,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13318,809756.02,77846.75,1804.06,13/06/1998,3.33,0.66,56.5,5.5,308.5,0.7,20.5,17,0.95,4.165,715,6.66,251,28,120,13.33,13.33,3,1.71,0.565,0.255,0.02,0.04,20,3.5,2.5,10.5,8,3.33,6.66,0.115,0.66,41.95,7.8,0.2325,3.33,3.5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13332,800902.5,77030.67,1998.11,15/06/1998,3.33,0.66,46,5,70,1,7,13,0.46,4.4,583,6.66,169,16,122,13.33,13.33,5,2.71,0.56,0.25,0.01,0.1,23,5,4,14,7,3.33,6.66,0.08,0.66,2.66,1.26,0.045,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13394,796144.43,72360.64,2797.45,18/07/1998,5,0.66,51,4,82,0.7,23,17,0.46,5.15,726,6.66,127,57,135,13.33,13.33,2,2.25,0.96,0.36,0.01,0.06,21,4,3,9,8,8,6.66,0.12,2,5,1.26,0.026,3.33,4,Volcánicos andesíticos,MPlv
13458,794496.16,78158.82,1799.8,15/07/1998,3.33,0.66,56,5,76,0.7,9,16,0.46,5.18,903,6.66,112,16,108,13.33,13.33,7,2.89,0.54,0.62,0.02,0.06,36,10,2,10,8,9,6.66,0.11,2,2.66,1.26,0.041,3.33,5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13488,794443.29,78333.95,1803.89,15/07/1998,3.33,0.66,44,2.66,71,0.7,11,16,0.46,4.96,654,6.66,104,29,126,13.33,13.33,5,3.13,0.53,0.31,0.02,0.08,22,5,3,13,10,9,6.66,0.11,2,2.66,1.26,0.043,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13513,787448.91,73188.42,1799.22,28/08/1998,11,0.66,54,2.66,77,0.7,12,15,0.46,4.57,803,6.66,124,21,128,13.33,13.33,4,3.55,0.66,0.42,0.02,0.06,28,6,4,9,10,9,6.66,0.09,2,11.9,1.26,0.073,3.33,5,Pórfido andesítico,PA
13617,787210.07,72988.28,1798.72,28/08/1998,188,0.66,89,4,76,0.7,22,18,0.46,6.14,574,6.66,81,45,165,13.33,13.33,3,2.65,1.07,0.43,0.03,0.08,24,4,4,13,12,7,6.66,0.1,2,40,2.3,0.174,3.33,4,Pórfido andesítico,PA
13624,790849.12,75865.22,1919.98,17/07/1998,6,0.66,82,5,86,0.7,25,16,0.46,4.54,690,6.66,122,37,89,13.33,13.33,3,2.77,1.03,0.34,0.02,0.08,21,5,5,19,6,10,6.66,0.04,0.66,7,1.26,0.124,3.33,6,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13629,793087.71,73804.28,2600.08,18/07/1998,10,0.66,32,2.66,64,0.7,16,11,0.46,2.76,353,6.66,148,34,88,13.33,13.33,2,1.23,0.59,0.22,0.03,0.03,15,2,1.33,7,7,3.33,6.66,0.11,0.66,4.5,1.26,0.026,3.33,2,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13638,785598.7,73945.37,1798.82,29/08/1998,128,0.66,95,2.66,81,0.7,25,18,0.46,4.95,606,6.66,92,39,121,13.33,13.33,3,3.17,1.37,0.51,0.03,0.07,26,4,3,15,9,9,6.66,0.11,4,30.5,1.26,0.026,3.33,5,Pórfido andesítico,PA
13651,786046.71,73376.2,1796.85,29/08/1998,62,0.66,57,2.66,71,0.7,11,17,0.46,5.65,876,6.66,112,25,171,13.33,13.33,2,4.42,0.85,0.61,0.02,0.07,39,5,5,8,16,13,6.66,0.12,4,2.66,1.26,0.05,3.33,4,Pórfido andesítico,PA
13667,801176.7,73181.66,2398.82,14/07/1998,8,0.66,65,10,157,2,9,15,0.46,6.51,756,6.66,156,20,165,13.33,13.33,4,2.38,0.53,0.16,0.01,0.12,23,4,5,13,16,6,6.66,0.07,0.66,9.2,1.26,0.075,3.33,2,Intrusivo Granodiorita-Diorita,GdD
13668,799732.19,78152.36,1815.21,15/07/1998,19,0.66,26,4,47,0.7,8,11,0.46,4.97,426,6.66,111,36,163,13.33,13.33,2,2.17,0.29,0.18,0.02,0.06,15,2,3,8,16,3.33,6.66,0.1,1,2.66,1.26,0.041,3.33,2,Intrusivo Granodiorita-Diorita,GdD
13687,799597.2,78166.77,1849.19,15/07/1998,3.33,0.66,49,4,53,2,9,11,0.46,5.4,409,6.66,127,37,168,13.33,13.33,2,2.19,0.45,0.21,0.02,0.1,17,2,3,12,17,3.33,6.66,0.11,0.66,2.66,1.26,0.026,3.33,2,Intrusivo Granodiorita-Diorita,GdD
13702,793362.79,73706.92,2591.35,18/07/1998,7,0.66,50,7,80,0.7,23,16,0.46,4.09,753,6.66,135,39,99,13.33,13.33,3,2.6,1.15,0.47,0.01,0.06,22,5,3,12,5,8,6.66,0.11,3,5.6,1.26,0.026,3.33,6,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13705,797745.7,77808.92,2000.87,15/07/1998,5,0.66,26,2.66,50,0.7,11,10,0.46,4.76,313,6.66,131,33,187,13.33,13.33,2,1.08,0.29,0.13,0.02,0.06,8,2,2,6,12,3.33,6.66,0.09,0.66,10.3,1.26,0.048,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13711,784773.25,75392.19,1620.52,30/08/1998,3.33,0.66,53,2.66,109,0.7,8,21,0.46,7.52,1487,6.66,100,7,231,13.33,13.33,7,5,0.97,0.64,0.02,0.03,50,15,8,9,14,17,6.66,0.16,11,2.66,1.26,0.026,3.33,4,Depósitos recientes no consolidados,QA
13739,789067.3,71631.96,2192.67,28/08/1998,20,0.66,119,2.66,75,2,10,20,0.46,5.89,918,6.66,74,11,167,13.33,13.33,4,3.12,1.17,0.83,0.02,0.07,19,9,5,18,10,15,6.66,0.14,6,39.8,2,0.065,3.33,7,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13757,787449.07,72990.19,1802.1,28/08/1998,12,0.66,114,2.66,74,1,11,20,0.46,5.4,845,6.66,99,14,144,13.33,13.33,3,3.16,1.25,0.79,0.03,0.09,22,9,5,17,8,13,6.66,0.14,6,26.3,2,0.064,11,7,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13779,794200.6,74066.66,2413.88,18/07/1998,7,0.66,48,2.66,63,0.7,29,20,0.46,4.17,653,6.66,131,52,109,13.33,13.33,4,3.02,0.84,0.35,0.02,0.05,22,6,5,10,6,12,6.66,0.11,7,2.66,1.26,0.026,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13783,785057.42,74540.81,1603.65,30/08/1998,3.33,0.66,63,2.66,87,0.7,16,20,0.46,6.88,885,6.66,94,22,278,13.33,13.33,3,4.46,0.79,0.54,0.02,0.04,33,7,7,7,17,16,6.66,0.17,7,2.66,1.26,0.026,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13814,793007.81,73870.03,2599.99,18/07/1998,6,0.66,44,2.66,65,0.7,14,16,0.46,4.66,504,6.66,154,30,145,13.33,13.33,2,2.44,0.76,0.33,0.02,0.04,13,3,4,9,9,9,6.66,0.14,4,2.66,1.26,0.026,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13819,785611.42,74052.13,1799.19,29/08/1998,3.33,0.66,75,2.66,86,0.7,14,21,0.46,7.22,1144,6.66,141,16,266,13.33,13.33,6,5.94,0.73,0.49,0.02,0.07,42,12,9,9,17,19,6.66,0.16,9,2.66,1.26,0.041,19,4,Pórfido andesítico,PA
13833,793661.41,74197.89,2588.99,18/07/1998,49,0.66,67,2.66,73,0.7,16,18,0.46,4.56,751,6.66,246,26,133,13.33,13.33,3,2.75,1.19,0.92,0.01,0.05,21,6,3,16,6,10,6.66,0.1,4,6.5,1.26,0.026,3.33,5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
